Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Dana Barros,PG,29.0,24.0,708.0,110.0,253.0,0.435,43.0,105.0,0.41,67.0,148.0,0.453,0.52,37.0,43.0,0.86,5.0,43.0,48.0,81.0,26.0,6.0,39.0,34.0,300.0,OOR
Brent Barry,SG,25.0,59.0,1094.0,155.0,379.0,0.409,56.0,173.0,0.324,99.0,206.0,0.481,0.483,76.0,93.0,0.817,30.0,80.0,110.0,154.0,51.0,15.0,76.0,88.0,442.0,OOR
Jon Barry,SG,27.0,58.0,965.0,100.0,246.0,0.407,48.0,124.0,0.387,52.0,122.0,0.426,0.504,37.0,46.0,0.804,26.0,73.0,99.0,115.0,55.0,3.0,59.0,56.0,285.0,OOR
Benoit Benjamin,C,32.0,4.0,44.0,5.0,12.0,0.417,0.0,0.0,0.0,5.0,12.0,0.417,0.417,3.0,4.0,0.75,3.0,6.0,9.0,1.0,1.0,0.0,2.0,5.0,13.0,OOR
Elmer Bennett,PG,26.0,9.0,75.0,6.0,19.0,0.316,3.0,9.0,0.333,3.0,10.0,0.3,0.395,7.0,10.0,0.7,0.0,4.0,4.0,11.0,4.0,0.0,10.0,7.0,22.0,OOR
Travis Best,PG,24.0,76.0,2064.0,274.0,620.0,0.442,57.0,155.0,0.368,217.0,465.0,0.467,0.488,149.0,197.0,0.756,36.0,130.0,166.0,318.0,98.0,5.0,153.0,221.0,754.0,OOR
Mookie Blaylock,PG,29.0,78.0,3056.0,501.0,1159.0,0.432,221.0,604.0,0.366,280.0,555.0,0.505,0.528,131.0,174.0,0.753,114.0,299.0,413.0,463.0,212.0,20.0,185.0,141.0,1354.0,OOR
Corie Blount,PF,28.0,58.0,1009.0,92.0,179.0,0.514,1.0,3.0,0.333,91.0,176.0,0.517,0.517,56.0,83.0,0.675,113.0,163.0,276.0,35.0,22.0,26.0,50.0,121.0,241.0,OOR
Muggsy Bogues,PG,32.0,65.0,1880.0,204.0,443.0,0.46,60.0,144.0,0.417,144.0,299.0,0.482,0.528,54.0,64.0,0.844,25.0,116.0,141.0,469.0,82.0,2.0,108.0,114.0,522.0,OOR
Dexter Boney,SG,26.0,8.0,48.0,6.0,19.0,0.316,1.0,6.0,0.167,5.0,13.0,0.385,0.342,6.0,8.0,0.75,3.0,3.0,6.0,0.0,2.0,1.0,1.0,3.0,19.0,OOR
Melvin Booker,PG,24.0,21.0,430.0,46.0,105.0,0.438,12.0,37.0,0.324,34.0,68.0,0.5,0.495,18.0,20.0,0.9,7.0,22.0,29.0,53.0,3.0,2.0,27.0,28.0,122.0,OOR
Bruce Bowen,SF,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,OOR
Donnie Boyce,SG,23.0,22.0,154.0,21.0,63.0,0.333,2.0,16.0,0.125,19.0,47.0,0.404,0.349,11.0,22.0,0.5,7.0,8.0,15.0,13.0,10.0,4.0,16.0,17.0,55.0,OOR
Shawn Bradley,C,24.0,73.0,2288.0,406.0,905.0,0.449,0.0,8.0,0.0,406.0,897.0,0.453,0.449,149.0,228.0,0.654,221.0,390.0,611.0,52.0,40.0,248.0,134.0,237.0,961.0,OOR
Mark Bradtke,C,28.0,36.0,251.0,25.0,58.0,0.431,0.0,0.0,0.0,25.0,58.0,0.431,0.431,9.0,13.0,0.692,26.0,42.0,68.0,7.0,5.0,5.0,9.0,34.0,59.0,OOR
Terrell Brandon,PG,26.0,78.0,2868.0,575.0,1313.0,0.438,101.0,271.0,0.373,474.0,1042.0,0.455,0.476,268.0,297.0,0.902,48.0,253.0,301.0,490.0,138.0,30.0,178.0,177.0,1519.0,OOR
Frank Brickowski,PF,37.0,17.0,255.0,32.0,73.0,0.438,7.0,20.0,0.35,25.0,53.0,0.472,0.486,10.0,14.0,0.714,6.0,28.0,34.0,15.0,5.0,4.0,19.0,42.0,81.0,OOR
Scott Brooks,PG,31.0,38.0,251.0,19.0,39.0,0.487,5.0,12.0,0.417,14.0,27.0,0.519,0.551,14.0,15.0,0.933,6.0,12.0,18.0,29.0,21.0,0.0,17.0,35.0,57.0,OOR
Chucky Brown,SF,28.0,70.0,757.0,78.0,154.0,0.506,1.0,6.0,0.167,77.0,148.0,0.52,0.51,47.0,70.0,0.671,41.0,107.0,148.0,28.0,9.0,22.0,19.0,100.0,204.0,OOR
Dee Brown,PG,28.0,21.0,522.0,61.0,166.0,0.367,20.0,65.0,0.308,41.0,101.0,0.406,0.428,18.0,22.0,0.818,8.0,40.0,48.0,67.0,31.0,7.0,24.0,45.0,160.0,OOR
Marcus Brown,PG,22.0,21.0,184.0,28.0,70.0,0.4,13.0,32.0,0.406,15.0,38.0,0.395,0.493,13.0,19.0,0.684,4.0,11.0,15.0,20.0,8.0,2.0,13.0,26.0,82.0,OOR
Mike Brown,C,33.0,6.0,83.0,5.0,12.0,0.417,0.0,0.0,0.0,5.0,12.0,0.417,0.417,6.0,10.0,0.6,9.0,16.0,25.0,5.0,1.0,1.0,2.0,9.0,16.0,OOR
P.J. Brown,PF,27.0,80.0,2592.0,300.0,656.0,0.457,0.0,2.0,0.0,300.0,654.0,0.459,0.457,161.0,220.0,0.732,239.0,431.0,670.0,92.0,85.0,98.0,113.0,283.0,761.0,OOR
Randy Brown,PG,28.0,72.0,1057.0,140.0,333.0,0.42,4.0,22.0,0.182,136.0,311.0,0.437,0.426,57.0,84.0,0.679,34.0,77.0,111.0,133.0,81.0,17.0,58.0,116.0,341.0,OOR
Kobe Bryant,SF,18.0,71.0,1103.0,176.0,422.0,0.417,51.0,136.0,0.375,125.0,286.0,0.437,0.477,136.0,166.0,0.819,47.0,85.0,132.0,91.0,49.0,23.0,112.0,102.0,539.0,OOR
Mark Bryant,PF,31.0,41.0,1018.0,152.0,275.0,0.553,0.0,0.0,0.0,152.0,275.0,0.553,0.553,76.0,108.0,0.704,67.0,145.0,212.0,47.0,22.0,5.0,46.0,136.0,380.0,OOR
Jud Buechler,SF,28.0,76.0,703.0,58.0,158.0,0.367,18.0,54.0,0.333,40.0,104.0,0.385,0.424,5.0,14.0,0.357,45.0,81.0,126.0,60.0,23.0,21.0,27.0,50.0,139.0,OOR
Matt Bullard,PF,29.0,71.0,1025.0,114.0,284.0,0.401,67.0,183.0,0.366,47.0,101.0,0.465,0.519,25.0,34.0,0.735,13.0,104.0,117.0,67.0,21.0,18.0,38.0,68.0,320.0,OOR
Scott Burrell,SF,26.0,57.0,939.0,98.0,271.0,0.362,41.0,116.0,0.353,57.0,155.0,0.368,0.437,57.0,76.0,0.75,49.0,109.0,158.0,74.0,28.0,19.0,53.0,120.0,294.0,OOR
Willie Burton,SF,28.0,24.0,380.0,39.0,116.0,0.336,13.0,46.0,0.283,26.0,70.0,0.371,0.392,57.0,68.0,0.838,11.0,30.0,41.0,11.0,8.0,3.0,26.0,55.0,148.0,OOR
Mitchell Butler,SG,26.0,49.0,465.0,52.0,125.0,0.416,12.0,39.0,0.308,40.0,86.0,0.465,0.464,32.0,50.0,0.64,19.0,34.0,53.0,30.0,13.0,2.0,27.0,55.0,148.0,OOR
Jason Caffey,PF,23.0,75.0,1405.0,205.0,385.0,0.532,0.0,1.0,0.0,205.0,384.0,0.534,0.532,139.0,211.0,0.659,135.0,166.0,301.0,89.0,25.0,9.0,97.0,149.0,549.0,OOR
Michael Cage,C,35.0,82.0,1247.0,66.0,141.0,0.468,0.0,0.0,0.0,66.0,141.0,0.468,0.468,19.0,41.0,0.463,112.0,208.0,320.0,43.0,48.0,42.0,17.0,118.0,151.0,OOR
Adrian Caldwell,PF,30.0,45.0,569.0,40.0,92.0,0.435,0.0,2.0,0.0,40.0,90.0,0.444,0.435,21.0,50.0,0.42,58.0,109.0,167.0,12.0,16.0,8.0,28.0,87.0,101.0,OOR
Marcus Camby,C,22.0,63.0,1897.0,375.0,778.0,0.482,2.0,14.0,0.143,373.0,764.0,0.488,0.483,183.0,264.0,0.693,131.0,263.0,394.0,97.0,66.0,130.0,134.0,214.0,935.0,OOR
Elden Campbell,PF,28.0,77.0,2516.0,442.0,942.0,0.469,1.0,4.0,0.25,441.0,938.0,0.47,0.47,263.0,370.0,0.711,207.0,408.0,615.0,126.0,46.0,117.0,130.0,276.0,1148.0,OOR
Antoine Carr,PF,35.0,82.0,1460.0,252.0,522.0,0.483,0.0,3.0,0.0,252.0,519.0,0.486,0.483,99.0,127.0,0.78,60.0,135.0,195.0,74.0,24.0,63.0,75.0,214.0,603.0,OOR
Chris Carr,SG,22.0,55.0,830.0,125.0,271.0,0.461,31.0,88.0,0.352,94.0,183.0,0.514,0.518,56.0,73.0,0.767,31.0,82.0,113.0,48.0,24.0,10.0,37.0,93.0,337.0,OOR
Jimmy Carruth,PF,27.0,4.0,21.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,0.667,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,4.0,5.0,OOR
Sam Cassell,PG,27.0,61.0,1714.0,337.0,783.0,0.43,81.0,231.0,0.351,256.0,552.0,0.464,0.482,212.0,251.0,0.845,47.0,135.0,182.0,305.0,77.0,19.0,168.0,200.0,967.0,OOR
Duane Causwell,C,28.0,46.0,581.0,48.0,94.0,0.511,2.0,3.0,0.667,46.0,91.0,0.505,0.521,20.0,37.0,0.541,57.0,70.0,127.0,20.0,15.0,38.0,34.0,131.0,118.0,OOR
Cedric Ceballos,SF,27.0,50.0,1426.0,282.0,617.0,0.457,26.0,102.0,0.255,256.0,515.0,0.497,0.478,139.0,186.0,0.747,102.0,228.0,330.0,64.0,33.0,23.0,85.0,113.0,729.0,OOR
Tom Chambers,PF,37.0,12.0,83.0,7.0,31.0,0.226,2.0,3.0,0.667,5.0,28.0,0.179,0.258,3.0,4.0,0.75,3.0,11.0,14.0,4.0,1.0,0.0,9.0,14.0,19.0,OOR
Rex Chapman,SG,29.0,65.0,1833.0,332.0,749.0,0.443,110.0,314.0,0.35,222.0,435.0,0.51,0.517,124.0,149.0,0.832,25.0,156.0,181.0,182.0,52.0,7.0,96.0,108.0,898.0,OOR
Calbert Cheaney,SG,25.0,79.0,2411.0,369.0,730.0,0.505,4.0,30.0,0.133,365.0,700.0,0.521,0.508,95.0,137.0,0.693,70.0,198.0,268.0,114.0,77.0,18.0,94.0,226.0,837.0,OOR
Pete Chilcutt,PF,28.0,54.0,662.0,72.0,165.0,0.436,25.0,69.0,0.362,47.0,96.0,0.49,0.512,13.0,22.0,0.591,67.0,89.0,156.0,47.0,26.0,17.0,28.0,52.0,182.0,OOR
Randolph Childress,PG,24.0,23.0,155.0,14.0,40.0,0.35,5.0,19.0,0.263,9.0,21.0,0.429,0.413,6.0,8.0,0.75,1.0,5.0,6.0,17.0,9.0,0.0,18.0,16.0,39.0,OOR
Chris Childs,PG,29.0,65.0,2076.0,211.0,510.0,0.414,70.0,181.0,0.387,141.0,329.0,0.429,0.482,113.0,149.0,0.758,22.0,169.0,191.0,398.0,78.0,11.0,180.0,213.0,605.0,OOR
Doug Christie,SG,26.0,81.0,3127.0,396.0,949.0,0.417,147.0,383.0,0.384,249.0,566.0,0.44,0.495,237.0,306.0,0.775,85.0,347.0,432.0,315.0,201.0,45.0,200.0,245.0,1176.0,OOR
Derrick Coleman,PF,29.0,57.0,2102.0,364.0,836.0,0.435,32.0,119.0,0.269,332.0,717.0,0.463,0.455,272.0,365.0,0.745,157.0,416.0,573.0,193.0,50.0,75.0,184.0,164.0,1032.0,OOR
Bimbo Coles,PG,28.0,51.0,1183.0,122.0,314.0,0.389,30.0,102.0,0.294,92.0,212.0,0.434,0.436,37.0,49.0,0.755,39.0,79.0,118.0,149.0,35.0,7.0,59.0,96.0,311.0,OOR
Marty Conlon,C,29.0,74.0,1614.0,214.0,454.0,0.471,2.0,10.0,0.2,212.0,444.0,0.477,0.474,144.0,171.0,0.842,128.0,195.0,323.0,104.0,46.0,18.0,109.0,154.0,574.0,OOR
Tyrone Corbin,SF,34.0,70.0,2305.0,253.0,600.0,0.422,74.0,208.0,0.356,179.0,392.0,0.457,0.483,86.0,108.0,0.796,76.0,218.0,294.0,124.0,90.0,7.0,85.0,176.0,666.0,OOR
Joe Courtney,PF,27.0,9.0,100.0,11.0,30.0,0.367,0.0,0.0,0.0,11.0,30.0,0.367,0.367,3.0,5.0,0.6,9.0,7.0,16.0,0.0,0.0,0.0,3.0,14.0,25.0,OOR
John Crotty,PG,27.0,48.0,659.0,79.0,154.0,0.513,20.0,49.0,0.408,59.0,105.0,0.562,0.578,54.0,64.0,0.844,15.0,32.0,47.0,102.0,18.0,0.0,42.0,79.0,232.0,OOR
Terry Cummings,PF,35.0,45.0,828.0,155.0,319.0,0.486,3.0,5.0,0.6,152.0,314.0,0.484,0.491,57.0,82.0,0.695,70.0,113.0,183.0,39.0,33.0,7.0,45.0,113.0,370.0,OOR
Earl Cureton,PF,39.0,9.0,46.0,3.0,8.0,0.375,0.0,0.0,0.0,3.0,8.0,0.375,0.375,1.0,3.0,0.333,4.0,5.0,9.0,4.0,0.0,0.0,1.0,10.0,7.0,OOR
Dell Curry,SG,32.0,68.0,2078.0,384.0,836.0,0.459,126.0,296.0,0.426,258.0,540.0,0.478,0.535,114.0,142.0,0.803,40.0,171.0,211.0,118.0,60.0,14.0,93.0,147.0,1008.0,OOR
Michael Curry,SG,28.0,81.0,1217.0,99.0,221.0,0.448,23.0,77.0,0.299,76.0,144.0,0.528,0.5,97.0,108.0,0.898,23.0,96.0,119.0,43.0,31.0,12.0,28.0,128.0,318.0,OOR
Erick Dampier,C,21.0,72.0,1052.0,131.0,336.0,0.39,1.0,1.0,1.0,130.0,335.0,0.388,0.391,107.0,168.0,0.637,96.0,198.0,294.0,43.0,19.0,73.0,84.0,153.0,370.0,OOR
Lloyd Daniels,SG,29.0,22.0,310.0,36.0,119.0,0.303,21.0,70.0,0.3,15.0,49.0,0.306,0.391,5.0,6.0,0.833,19.0,24.0,43.0,26.0,10.0,3.0,14.0,33.0,98.0,OOR
Sasha Danilović,SG,26.0,56.0,1789.0,248.0,570.0,0.435,85.0,236.0,0.36,163.0,334.0,0.488,0.51,121.0,151.0,0.801,29.0,107.0,136.0,102.0,54.0,9.0,116.0,160.0,702.0,OOR
Yinka Dare,C,24.0,41.0,313.0,19.0,54.0,0.352,0.0,0.0,0.0,19.0,54.0,0.352,0.352,19.0,37.0,0.514,35.0,47.0,82.0,3.0,4.0,28.0,21.0,51.0,57.0,OOR
Antonio Davis,PF,28.0,82.0,2335.0,308.0,641.0,0.48,1.0,14.0,0.071,307.0,627.0,0.49,0.481,241.0,362.0,0.666,190.0,408.0,598.0,65.0,42.0,84.0,141.0,260.0,858.0,OOR
Ben Davis,PF,24.0,20.0,98.0,10.0,26.0,0.385,0.0,0.0,0.0,10.0,26.0,0.385,0.385,9.0,20.0,0.45,12.0,15.0,27.0,0.0,4.0,1.0,3.0,16.0,29.0,OOR
Dale Davis,PF,27.0,80.0,2589.0,370.0,688.0,0.538,0.0,0.0,0.0,370.0,688.0,0.538,0.538,92.0,215.0,0.428,301.0,471.0,772.0,59.0,60.0,77.0,108.0,233.0,832.0,OOR
Emanual Davis,PG,28.0,13.0,230.0,24.0,54.0,0.444,12.0,27.0,0.444,12.0,27.0,0.444,0.556,5.0,8.0,0.625,2.0,20.0,22.0,26.0,9.0,2.0,17.0,20.0,65.0,OOR
Hubert Davis,SG,26.0,36.0,623.0,74.0,184.0,0.402,16.0,70.0,0.229,58.0,114.0,0.509,0.446,17.0,23.0,0.739,11.0,29.0,40.0,34.0,11.0,2.0,21.0,40.0,181.0,OOR
Mark Davis,SF,23.0,75.0,1705.0,251.0,535.0,0.469,24.0,93.0,0.258,227.0,442.0,0.514,0.492,113.0,168.0,0.673,138.0,185.0,323.0,135.0,85.0,31.0,118.0,230.0,639.0,OOR
Todd Day,SG,27.0,81.0,2277.0,398.0,999.0,0.398,126.0,348.0,0.362,272.0,651.0,0.418,0.461,256.0,331.0,0.773,109.0,221.0,330.0,117.0,108.0,48.0,127.0,208.0,1178.0,OOR
Andrew DeClercq,C,23.0,71.0,1065.0,142.0,273.0,0.52,0.0,0.0,0.0,142.0,273.0,0.52,0.52,91.0,151.0,0.603,122.0,176.0,298.0,32.0,33.0,27.0,76.0,229.0,375.0,OOR
Terry Dehere,PG,25.0,73.0,1053.0,148.0,383.0,0.386,52.0,160.0,0.325,96.0,223.0,0.43,0.454,122.0,148.0,0.824,15.0,80.0,95.0,158.0,27.0,3.0,96.0,142.0,470.0,OOR
Vinny Del Negro,SG,30.0,72.0,2243.0,365.0,781.0,0.467,44.0,140.0,0.314,321.0,641.0,0.501,0.496,112.0,129.0,0.868,39.0,171.0,210.0,231.0,59.0,7.0,92.0,131.0,886.0,OOR
Bison Dele,C,27.0,9.0,138.0,26.0,63.0,0.413,0.0,0.0,0.0,26.0,63.0,0.413,0.413,11.0,15.0,0.733,14.0,19.0,33.0,12.0,3.0,5.0,11.0,20.0,63.0,OOR
Tony Delk,PG,23.0,61.0,867.0,119.0,256.0,0.465,52.0,112.0,0.464,67.0,144.0,0.465,0.566,42.0,51.0,0.824,31.0,68.0,99.0,99.0,36.0,6.0,68.0,71.0,332.0,OOR
Dell Demps,SG,26.0,2.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,OOR
Vlade Divac,C,28.0,81.0,2840.0,418.0,847.0,0.494,11.0,47.0,0.234,407.0,800.0,0.509,0.5,177.0,259.0,0.683,241.0,484.0,725.0,301.0,103.0,180.0,193.0,277.0,1024.0,OOR
Sherman Douglas,PG,30.0,79.0,2316.0,306.0,610.0,0.502,38.0,114.0,0.333,268.0,496.0,0.54,0.533,114.0,171.0,0.667,57.0,136.0,193.0,427.0,78.0,10.0,153.0,191.0,764.0,OOR
Greg Dreiling,C,34.0,40.0,389.0,34.0,74.0,0.459,1.0,1.0,1.0,33.0,73.0,0.452,0.466,11.0,27.0,0.407,19.0,57.0,76.0,11.0,8.0,7.0,9.0,65.0,80.0,OOR
Clyde Drexler,SG,34.0,62.0,2271.0,397.0,899.0,0.442,119.0,335.0,0.355,278.0,564.0,0.493,0.508,201.0,268.0,0.75,118.0,255.0,373.0,354.0,119.0,36.0,156.0,151.0,1114.0,OOR
Nate Driggers,SG,23.0,15.0,132.0,13.0,43.0,0.302,0.0,9.0,0.0,13.0,34.0,0.382,0.302,10.0,14.0,0.714,12.0,10.0,22.0,6.0,3.0,2.0,6.0,10.0,36.0,OOR
Kevin Duckworth,C,32.0,26.0,384.0,45.0,103.0,0.437,3.0,4.0,0.75,42.0,99.0,0.424,0.451,11.0,16.0,0.688,23.0,37.0,60.0,16.0,9.0,11.0,33.0,63.0,104.0,OOR
Chris Dudley,C,31.0,81.0,1840.0,126.0,293.0,0.43,0.0,0.0,0.0,126.0,293.0,0.43,0.43,65.0,137.0,0.474,204.0,389.0,593.0,41.0,39.0,96.0,80.0,247.0,317.0,OOR
Joe Dumars,SG,33.0,79.0,2923.0,385.0,875.0,0.44,166.0,384.0,0.432,219.0,491.0,0.446,0.535,222.0,256.0,0.867,38.0,153.0,191.0,318.0,57.0,1.0,128.0,97.0,1158.0,OOR
Tony Dumas,SG,24.0,24.0,278.0,33.0,96.0,0.344,4.0,28.0,0.143,29.0,68.0,0.426,0.365,16.0,25.0,0.64,3.0,13.0,16.0,25.0,10.0,2.0,16.0,45.0,86.0,OOR
Acie Earl,C,26.0,47.0,500.0,67.0,180.0,0.372,0.0,5.0,0.0,67.0,175.0,0.383,0.372,54.0,84.0,0.643,35.0,61.0,96.0,20.0,15.0,28.0,35.0,61.0,188.0,OOR
Tyus Edney,PG,23.0,70.0,1376.0,150.0,391.0,0.384,8.0,42.0,0.19,142.0,349.0,0.407,0.394,177.0,215.0,0.823,34.0,79.0,113.0,226.0,60.0,2.0,112.0,98.0,485.0,OOR
Blue Edwards,SF,31.0,61.0,1439.0,182.0,458.0,0.397,25.0,89.0,0.281,157.0,369.0,0.425,0.425,89.0,109.0,0.817,49.0,140.0,189.0,114.0,38.0,20.0,81.0,135.0,478.0,OOR
Kevin Edwards,PG,31.0,32.0,477.0,69.0,183.0,0.377,15.0,43.0,0.349,54.0,140.0,0.386,0.418,37.0,43.0,0.86,9.0,34.0,43.0,57.0,17.0,4.0,49.0,34.0,190.0,OOR
Craig Ehlo,SG,35.0,62.0,848.0,87.0,248.0,0.351,27.0,95.0,0.284,60.0,153.0,0.392,0.405,13.0,26.0,0.5,39.0,71.0,110.0,68.0,36.0,4.0,45.0,71.0,214.0,OOR
Howard Eisley,PG,24.0,82.0,1083.0,139.0,308.0,0.451,20.0,72.0,0.278,119.0,236.0,0.504,0.484,70.0,89.0,0.787,20.0,64.0,84.0,198.0,44.0,10.0,110.0,141.0,368.0,OOR
Mario Elie,SF,33.0,78.0,2687.0,291.0,585.0,0.497,120.0,286.0,0.42,171.0,299.0,0.572,0.6,207.0,231.0,0.896,60.0,175.0,235.0,310.0,92.0,12.0,135.0,200.0,909.0,OOR
Sean Elliott,SF,28.0,39.0,1393.0,196.0,464.0,0.422,42.0,126.0,0.333,154.0,338.0,0.456,0.468,148.0,196.0,0.755,48.0,142.0,190.0,124.0,24.0,24.0,89.0,105.0,582.0,OOR
Dale Ellis,SF,36.0,82.0,2940.0,477.0,1151.0,0.414,192.0,528.0,0.364,285.0,623.0,0.457,0.498,215.0,263.0,0.817,99.0,194.0,293.0,165.0,60.0,7.0,146.0,178.0,1361.0,OOR
LaPhonso Ellis,PF,26.0,55.0,2002.0,445.0,1014.0,0.439,95.0,259.0,0.367,350.0,755.0,0.464,0.486,218.0,282.0,0.773,107.0,279.0,386.0,131.0,44.0,41.0,117.0,181.0,1203.0,OOR
Pervis Ellison,PF,29.0,6.0,125.0,6.0,16.0,0.375,0.0,0.0,0.0,6.0,16.0,0.375,0.375,3.0,5.0,0.6,9.0,17.0,26.0,4.0,5.0,9.0,7.0,21.0,15.0,OOR
Brian Evans,SF,23.0,14.0,59.0,8.0,22.0,0.364,4.0,8.0,0.5,4.0,14.0,0.286,0.455,0.0,0.0,0.0,1.0,7.0,8.0,7.0,1.0,2.0,2.0,6.0,20.0,OOR
