Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Al-Farouq Aminu,SF,21.0,66.0,1477.0,150.0,365.0,0.411,13.0,47.0,0.277,137.0,318.0,0.431,0.429,86.0,114.0,0.754,95.0,213.0,308.0,66.0,59.0,34.0,91.0,136.0,399.0,OOR
Lou Amundson,PF,29.0,60.0,753.0,89.0,207.0,0.43,0.0,0.0,0.0,89.0,207.0,0.43,0.43,35.0,82.0,0.427,94.0,128.0,222.0,14.0,27.0,44.0,45.0,125.0,213.0,OOR
Chris Andersen,C,33.0,32.0,486.0,59.0,108.0,0.546,0.0,0.0,0.0,59.0,108.0,0.546,0.546,50.0,82.0,0.61,48.0,100.0,148.0,6.0,19.0,46.0,17.0,52.0,168.0,OOR
Alan Anderson,SF,29.0,17.0,461.0,55.0,142.0,0.387,24.0,61.0,0.393,31.0,81.0,0.383,0.472,29.0,34.0,0.853,8.0,26.0,34.0,26.0,5.0,3.0,25.0,35.0,163.0,OOR
James Anderson,SG,22.0,51.0,603.0,66.0,174.0,0.379,19.0,68.0,0.279,47.0,106.0,0.443,0.434,39.0,52.0,0.75,16.0,63.0,79.0,41.0,8.0,2.0,30.0,35.0,190.0,OOR
Ryan Anderson,PF,23.0,61.0,1964.0,332.0,757.0,0.439,166.0,422.0,0.393,166.0,335.0,0.496,0.548,150.0,171.0,0.877,224.0,247.0,471.0,54.0,50.0,26.0,57.0,146.0,980.0,OOR
Carmelo Anthony,SF,27.0,55.0,1876.0,441.0,1025.0,0.43,68.0,203.0,0.335,373.0,822.0,0.454,0.463,295.0,367.0,0.804,88.0,256.0,344.0,200.0,62.0,24.0,144.0,156.0,1245.0,OOR
Joel Anthony,C,29.0,64.0,1349.0,85.0,152.0,0.559,0.0,0.0,0.0,85.0,152.0,0.559,0.559,49.0,71.0,0.69,100.0,150.0,250.0,9.0,36.0,84.0,45.0,126.0,219.0,OOR
Gilbert Arenas,PG,30.0,17.0,211.0,26.0,64.0,0.406,13.0,39.0,0.333,13.0,25.0,0.52,0.508,7.0,10.0,0.7,2.0,16.0,18.0,18.0,11.0,1.0,12.0,35.0,72.0,OOR
Trevor Ariza,SF,26.0,41.0,1350.0,168.0,403.0,0.417,29.0,87.0,0.333,139.0,316.0,0.44,0.453,79.0,102.0,0.775,41.0,174.0,215.0,135.0,69.0,25.0,76.0,73.0,444.0,OOR
Ömer Aşık,C,25.0,66.0,971.0,79.0,156.0,0.506,0.0,0.0,0.0,79.0,156.0,0.506,0.506,47.0,103.0,0.456,127.0,223.0,350.0,32.0,30.0,68.0,68.0,121.0,205.0,OOR
D.J. Augustin,PG,24.0,48.0,1408.0,183.0,487.0,0.376,61.0,179.0,0.341,122.0,308.0,0.396,0.438,105.0,120.0,0.875,24.0,85.0,109.0,307.0,36.0,1.0,110.0,65.0,532.0,OOR
Gustavo Ayón,PF,26.0,54.0,1088.0,140.0,261.0,0.536,0.0,1.0,0.0,140.0,260.0,0.538,0.536,39.0,63.0,0.619,86.0,179.0,265.0,74.0,53.0,46.0,46.0,118.0,319.0,OOR
Jeff Ayres,C,24.0,20.0,106.0,15.0,36.0,0.417,0.0,0.0,0.0,15.0,36.0,0.417,0.417,4.0,7.0,0.571,12.0,21.0,33.0,4.0,3.0,2.0,2.0,16.0,34.0,OOR
Kelenna Azubuike,SG,28.0,3.0,18.0,3.0,8.0,0.375,1.0,3.0,0.333,2.0,5.0,0.4,0.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,OOR
Luke Babbitt,SF,22.0,40.0,537.0,71.0,173.0,0.41,43.0,100.0,0.43,28.0,73.0,0.384,0.535,17.0,20.0,0.85,16.0,79.0,95.0,16.0,10.0,4.0,27.0,46.0,202.0,OOR
Renaldo Balkman,SF,27.0,14.0,115.0,16.0,32.0,0.5,2.0,9.0,0.222,14.0,23.0,0.609,0.531,8.0,11.0,0.727,6.0,20.0,26.0,5.0,4.0,3.0,6.0,14.0,42.0,OOR
Leandro Barbosa,SG,29.0,64.0,1382.0,271.0,637.0,0.425,65.0,170.0,0.382,206.0,467.0,0.441,0.476,101.0,124.0,0.815,33.0,95.0,128.0,96.0,56.0,7.0,94.0,135.0,708.0,OOR
J.J. Barea,PG,27.0,41.0,1032.0,167.0,418.0,0.4,53.0,143.0,0.371,114.0,275.0,0.415,0.463,76.0,98.0,0.776,14.0,100.0,114.0,232.0,21.0,0.0,103.0,61.0,463.0,OOR
Andrea Bargnani,C,26.0,31.0,1032.0,209.0,484.0,0.432,34.0,115.0,0.296,175.0,369.0,0.474,0.467,151.0,173.0,0.873,24.0,148.0,172.0,61.0,18.0,15.0,69.0,52.0,603.0,OOR
Matt Barnes,SF,31.0,63.0,1440.0,175.0,387.0,0.452,46.0,138.0,0.333,129.0,249.0,0.518,0.512,95.0,128.0,0.742,97.0,247.0,344.0,126.0,35.0,48.0,73.0,152.0,491.0,OOR
Earl Barron,C,30.0,2.0,9.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,OOR
Brandon Bass,PF,26.0,59.0,1868.0,303.0,632.0,0.479,0.0,0.0,0.0,303.0,632.0,0.479,0.479,132.0,163.0,0.81,95.0,270.0,365.0,55.0,34.0,54.0,65.0,135.0,738.0,OOR
Tony Battie,C,35.0,27.0,295.0,19.0,51.0,0.373,0.0,1.0,0.0,19.0,50.0,0.38,0.373,4.0,4.0,1.0,8.0,59.0,67.0,16.0,4.0,6.0,4.0,26.0,42.0,OOR
Shane Battier,SF,33.0,65.0,1499.0,113.0,292.0,0.387,62.0,183.0,0.339,51.0,109.0,0.468,0.493,23.0,37.0,0.622,56.0,100.0,156.0,82.0,64.0,33.0,37.0,105.0,311.0,OOR
Nicolas Batum,SF,23.0,59.0,1791.0,289.0,641.0,0.451,107.0,274.0,0.391,182.0,367.0,0.496,0.534,133.0,159.0,0.836,81.0,190.0,271.0,84.0,57.0,60.0,90.0,105.0,818.0,OOR
Jerryd Bayless,PG,23.0,31.0,705.0,117.0,276.0,0.424,44.0,104.0,0.423,73.0,172.0,0.424,0.504,75.0,88.0,0.852,8.0,58.0,66.0,118.0,24.0,4.0,53.0,70.0,353.0,OOR
Michael Beasley,SF,23.0,47.0,1087.0,221.0,497.0,0.445,38.0,101.0,0.376,183.0,396.0,0.462,0.483,61.0,95.0,0.642,39.0,168.0,207.0,45.0,18.0,19.0,80.0,83.0,541.0,OOR
Rodrigue Beaubois,PG,23.0,53.0,1151.0,188.0,445.0,0.422,38.0,132.0,0.288,150.0,313.0,0.479,0.465,58.0,69.0,0.841,19.0,132.0,151.0,152.0,56.0,28.0,70.0,98.0,472.0,OOR
Marco Belinelli,SG,25.0,66.0,1966.0,286.0,686.0,0.417,107.0,284.0,0.377,179.0,402.0,0.445,0.495,101.0,129.0,0.783,19.0,153.0,172.0,101.0,48.0,5.0,69.0,115.0,780.0,OOR
Raja Bell,SG,35.0,34.0,796.0,81.0,174.0,0.466,34.0,87.0,0.391,47.0,87.0,0.54,0.563,21.0,25.0,0.84,6.0,43.0,49.0,38.0,13.0,2.0,21.0,78.0,217.0,OOR
Keith Benson,C,23.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,OOR
Mike Bibby,PG,33.0,39.0,557.0,35.0,124.0,0.282,27.0,85.0,0.318,8.0,39.0,0.205,0.391,6.0,8.0,0.75,5.0,54.0,59.0,80.0,21.0,3.0,20.0,45.0,103.0,OOR
Andris Biedriņš,C,25.0,47.0,739.0,39.0,64.0,0.609,0.0,0.0,0.0,39.0,64.0,0.609,0.609,1.0,9.0,0.111,45.0,131.0,176.0,16.0,23.0,45.0,14.0,125.0,79.0,OOR
Chauncey Billups,SG,35.0,20.0,607.0,83.0,228.0,0.364,48.0,125.0,0.384,35.0,103.0,0.34,0.469,85.0,95.0,0.895,4.0,46.0,50.0,80.0,9.0,3.0,38.0,40.0,299.0,OOR
Bismack Biyombo,C,19.0,63.0,1455.0,129.0,278.0,0.464,0.0,0.0,0.0,129.0,278.0,0.464,0.464,69.0,143.0,0.483,113.0,255.0,368.0,27.0,20.0,115.0,71.0,145.0,327.0,OOR
DeJuan Blair,PF,22.0,64.0,1363.0,269.0,504.0,0.534,0.0,1.0,0.0,269.0,503.0,0.535,0.534,73.0,119.0,0.613,154.0,197.0,351.0,78.0,59.0,12.0,92.0,168.0,611.0,OOR
Steve Blake,PG,31.0,53.0,1237.0,101.0,268.0,0.377,53.0,158.0,0.335,48.0,110.0,0.436,0.476,21.0,27.0,0.778,9.0,76.0,85.0,175.0,39.0,2.0,72.0,75.0,276.0,OOR
Andray Blatche,PF,25.0,26.0,626.0,93.0,245.0,0.38,2.0,7.0,0.286,91.0,238.0,0.382,0.384,33.0,49.0,0.673,42.0,108.0,150.0,28.0,20.0,17.0,37.0,54.0,221.0,OOR
Eric Bledsoe,PG,22.0,40.0,464.0,49.0,126.0,0.389,6.0,30.0,0.2,43.0,96.0,0.448,0.413,28.0,44.0,0.636,22.0,43.0,65.0,66.0,31.0,14.0,47.0,58.0,132.0,OOR
Keith Bogans,SF,31.0,5.0,94.0,8.0,21.0,0.381,3.0,12.0,0.25,5.0,9.0,0.556,0.452,2.0,5.0,0.4,5.0,6.0,11.0,3.0,2.0,0.0,3.0,15.0,21.0,OOR
Andrew Bogut,C,27.0,12.0,364.0,61.0,136.0,0.449,0.0,1.0,0.0,61.0,135.0,0.452,0.449,14.0,23.0,0.609,22.0,78.0,100.0,31.0,12.0,24.0,24.0,36.0,136.0,OOR
Matt Bonner,PF,31.0,65.0,1326.0,154.0,350.0,0.44,105.0,250.0,0.42,49.0,100.0,0.49,0.59,16.0,21.0,0.762,29.0,185.0,214.0,61.0,15.0,21.0,14.0,68.0,429.0,OOR
Trevor Booker,PF,24.0,50.0,1261.0,181.0,341.0,0.531,1.0,2.0,0.5,180.0,339.0,0.531,0.532,56.0,93.0,0.602,119.0,206.0,325.0,40.0,48.0,43.0,58.0,138.0,419.0,OOR
Carlos Boozer,PF,30.0,66.0,1948.0,448.0,842.0,0.532,0.0,1.0,0.0,448.0,841.0,0.533,0.532,95.0,137.0,0.693,114.0,450.0,564.0,125.0,63.0,24.0,115.0,168.0,991.0,OOR
Chris Bosh,PF,27.0,57.0,2007.0,393.0,807.0,0.487,10.0,35.0,0.286,383.0,772.0,0.496,0.493,229.0,279.0,0.821,94.0,358.0,452.0,103.0,51.0,45.0,117.0,128.0,1025.0,OOR
Earl Boykins,PG,35.0,8.0,111.0,12.0,36.0,0.333,2.0,9.0,0.222,10.0,27.0,0.37,0.361,13.0,15.0,0.867,0.0,11.0,11.0,17.0,1.0,0.0,7.0,5.0,39.0,OOR
Craig Brackins,PF,24.0,14.0,88.0,9.0,33.0,0.273,3.0,9.0,0.333,6.0,24.0,0.25,0.318,1.0,2.0,0.5,5.0,10.0,15.0,8.0,0.0,1.0,4.0,6.0,22.0,OOR
Avery Bradley,PG,21.0,64.0,1368.0,200.0,402.0,0.498,22.0,54.0,0.407,178.0,348.0,0.511,0.525,62.0,78.0,0.795,34.0,81.0,115.0,87.0,43.0,12.0,75.0,109.0,484.0,OOR
Elton Brand,C,32.0,60.0,1732.0,287.0,581.0,0.494,0.0,1.0,0.0,287.0,580.0,0.495,0.494,85.0,116.0,0.733,145.0,284.0,429.0,97.0,58.0,97.0,65.0,176.0,659.0,OOR
Corey Brewer,SF,25.0,59.0,1287.0,201.0,463.0,0.434,33.0,127.0,0.26,168.0,336.0,0.5,0.47,90.0,130.0,0.692,43.0,107.0,150.0,88.0,72.0,17.0,56.0,113.0,525.0,OOR
Ronnie Brewer,SG,26.0,66.0,1635.0,190.0,445.0,0.427,19.0,69.0,0.275,171.0,376.0,0.455,0.448,56.0,100.0,0.56,72.0,159.0,231.0,137.0,72.0,21.0,59.0,64.0,455.0,OOR
Jon Brockman,PF,24.0,35.0,239.0,15.0,45.0,0.333,0.0,1.0,0.0,15.0,44.0,0.341,0.333,7.0,15.0,0.467,33.0,42.0,75.0,9.0,4.0,1.0,10.0,33.0,37.0,OOR
MarShon Brooks,SG,23.0,56.0,1648.0,274.0,640.0,0.428,47.0,150.0,0.313,227.0,490.0,0.463,0.465,113.0,148.0,0.764,70.0,130.0,200.0,131.0,52.0,15.0,118.0,116.0,708.0,OOR
Derrick Brown,SF,24.0,65.0,1443.0,212.0,409.0,0.518,6.0,24.0,0.25,206.0,385.0,0.535,0.526,94.0,141.0,0.667,95.0,141.0,236.0,67.0,48.0,12.0,55.0,96.0,524.0,OOR
Kwame Brown,C,29.0,9.0,187.0,21.0,40.0,0.525,0.0,0.0,0.0,21.0,40.0,0.525,0.525,15.0,34.0,0.441,16.0,41.0,57.0,4.0,8.0,0.0,14.0,21.0,57.0,OOR
Shannon Brown,SG,26.0,59.0,1400.0,251.0,598.0,0.42,68.0,188.0,0.362,183.0,410.0,0.446,0.477,80.0,99.0,0.808,38.0,119.0,157.0,69.0,44.0,15.0,64.0,66.0,650.0,OOR
Kobe Bryant,SG,33.0,58.0,2232.0,574.0,1336.0,0.43,87.0,287.0,0.303,487.0,1049.0,0.464,0.462,381.0,451.0,0.845,66.0,247.0,313.0,264.0,69.0,18.0,204.0,105.0,1616.0,Candidate
Chase Budinger,SF,23.0,58.0,1298.0,208.0,471.0,0.442,88.0,219.0,0.402,120.0,252.0,0.476,0.535,54.0,70.0,0.771,38.0,179.0,217.0,74.0,29.0,7.0,55.0,65.0,558.0,OOR
Alec Burks,SG,20.0,59.0,939.0,153.0,357.0,0.429,15.0,45.0,0.333,138.0,312.0,0.442,0.45,104.0,143.0,0.727,57.0,75.0,132.0,55.0,27.0,5.0,51.0,84.0,425.0,OOR
Caron Butler,SF,31.0,63.0,1871.0,287.0,705.0,0.407,92.0,257.0,0.358,195.0,448.0,0.435,0.472,87.0,107.0,0.813,44.0,186.0,230.0,78.0,52.0,9.0,77.0,123.0,753.0,OOR
Jimmy Butler,SG,22.0,42.0,359.0,32.0,79.0,0.405,2.0,11.0,0.182,30.0,68.0,0.441,0.418,43.0,56.0,0.768,23.0,33.0,56.0,14.0,11.0,5.0,14.0,20.0,109.0,OOR
Rasual Butler,SF,32.0,34.0,453.0,41.0,133.0,0.308,21.0,77.0,0.273,20.0,56.0,0.357,0.387,7.0,12.0,0.583,6.0,60.0,66.0,19.0,7.0,5.0,15.0,39.0,110.0,OOR
Derrick Byars,PF,27.0,2.0,37.0,3.0,11.0,0.273,0.0,6.0,0.0,3.0,5.0,0.6,0.273,4.0,4.0,1.0,6.0,5.0,11.0,1.0,2.0,0.0,0.0,2.0,10.0,OOR
Andrew Bynum,C,24.0,60.0,2112.0,444.0,796.0,0.558,1.0,5.0,0.2,443.0,791.0,0.56,0.558,234.0,338.0,0.692,192.0,517.0,709.0,85.0,27.0,116.0,152.0,104.0,1123.0,OOR
Will Bynum,PG,29.0,36.0,514.0,74.0,194.0,0.381,7.0,29.0,0.241,67.0,165.0,0.406,0.399,49.0,64.0,0.766,10.0,46.0,56.0,66.0,23.0,3.0,54.0,61.0,204.0,OOR
José Calderón,PG,30.0,53.0,1799.0,218.0,477.0,0.457,59.0,159.0,0.371,159.0,318.0,0.5,0.519,60.0,68.0,0.882,19.0,141.0,160.0,468.0,47.0,3.0,104.0,94.0,555.0,OOR
Marcus Camby,C,37.0,59.0,1352.0,128.0,287.0,0.446,2.0,5.0,0.4,126.0,282.0,0.447,0.449,29.0,64.0,0.453,157.0,373.0,530.0,107.0,50.0,85.0,57.0,126.0,287.0,OOR
Brian Cardinal,SF,34.0,44.0,277.0,14.0,55.0,0.255,10.0,49.0,0.204,4.0,6.0,0.667,0.345,5.0,6.0,0.833,4.0,30.0,34.0,16.0,8.0,2.0,8.0,38.0,43.0,OOR
DeMarre Carroll,SF-PF,25.0,24.0,348.0,43.0,105.0,0.41,7.0,19.0,0.368,36.0,86.0,0.419,0.443,14.0,16.0,0.875,28.0,25.0,53.0,18.0,12.0,1.0,11.0,37.0,107.0,OOR
Matt Carroll,SG,31.0,53.0,596.0,52.0,157.0,0.331,8.0,43.0,0.186,44.0,114.0,0.386,0.357,30.0,38.0,0.789,8.0,50.0,58.0,38.0,16.0,7.0,24.0,52.0,142.0,OOR
Anthony Carter,PG,36.0,24.0,209.0,17.0,53.0,0.321,5.0,17.0,0.294,12.0,36.0,0.333,0.368,8.0,10.0,0.8,5.0,28.0,33.0,34.0,8.0,4.0,17.0,20.0,47.0,OOR
Vince Carter,SG,35.0,61.0,1542.0,223.0,542.0,0.411,74.0,205.0,0.361,149.0,337.0,0.442,0.48,95.0,115.0,0.826,32.0,173.0,205.0,139.0,56.0,25.0,84.0,134.0,615.0,OOR
Omri Casspi,SF,23.0,65.0,1341.0,166.0,412.0,0.403,53.0,168.0,0.315,113.0,244.0,0.463,0.467,74.0,108.0,0.685,63.0,165.0,228.0,66.0,37.0,21.0,64.0,115.0,459.0,OOR
Mario Chalmers,PG,25.0,64.0,1825.0,223.0,498.0,0.448,101.0,260.0,0.388,122.0,238.0,0.513,0.549,80.0,101.0,0.792,16.0,155.0,171.0,222.0,97.0,11.0,142.0,166.0,627.0,OOR
Tyson Chandler,C,29.0,62.0,2061.0,241.0,355.0,0.679,0.0,2.0,0.0,241.0,353.0,0.683,0.679,217.0,315.0,0.689,212.0,400.0,612.0,56.0,56.0,89.0,102.0,186.0,699.0,OOR
Wilson Chandler,SF,24.0,8.0,215.0,31.0,79.0,0.392,3.0,12.0,0.25,28.0,67.0,0.418,0.411,10.0,12.0,0.833,6.0,35.0,41.0,17.0,6.0,6.0,18.0,18.0,75.0,OOR
Josh Childress,SF,28.0,34.0,491.0,48.0,99.0,0.485,4.0,24.0,0.167,44.0,75.0,0.587,0.505,0.0,2.0,0.0,31.0,64.0,95.0,34.0,14.0,6.0,9.0,38.0,100.0,OOR
Earl Clark,PF,24.0,45.0,559.0,51.0,139.0,0.367,0.0,0.0,0.0,51.0,139.0,0.367,0.367,21.0,29.0,0.724,35.0,89.0,124.0,18.0,12.0,32.0,25.0,72.0,123.0,OOR
Norris Cole,PG,23.0,65.0,1260.0,177.0,450.0,0.393,21.0,76.0,0.276,156.0,374.0,0.417,0.417,66.0,85.0,0.776,21.0,70.0,91.0,133.0,44.0,2.0,105.0,124.0,441.0,OOR
Jason Collins,C,33.0,30.0,308.0,16.0,40.0,0.4,0.0,0.0,0.0,16.0,40.0,0.4,0.4,7.0,15.0,0.467,12.0,36.0,48.0,10.0,4.0,3.0,10.0,34.0,39.0,OOR
Darren Collison,PG,24.0,60.0,1878.0,230.0,523.0,0.44,34.0,94.0,0.362,196.0,429.0,0.457,0.472,127.0,153.0,0.83,30.0,157.0,187.0,287.0,49.0,14.0,114.0,101.0,621.0,OOR
Nick Collison,PF,31.0,63.0,1307.0,120.0,201.0,0.597,0.0,1.0,0.0,120.0,200.0,0.6,0.597,44.0,62.0,0.71,119.0,155.0,274.0,82.0,33.0,28.0,61.0,153.0,284.0,OOR
Mike Conley,PG,24.0,62.0,2174.0,296.0,684.0,0.433,60.0,159.0,0.377,236.0,525.0,0.45,0.477,136.0,158.0,0.861,22.0,134.0,156.0,404.0,136.0,11.0,125.0,133.0,788.0,OOR
Brian Cook,PF,31.0,32.0,276.0,31.0,98.0,0.316,10.0,50.0,0.2,21.0,48.0,0.438,0.367,9.0,10.0,0.9,10.0,53.0,63.0,10.0,6.0,5.0,11.0,48.0,81.0,OOR
Daequan Cook,SG,24.0,57.0,989.0,109.0,296.0,0.368,79.0,228.0,0.346,30.0,68.0,0.441,0.502,14.0,22.0,0.636,12.0,110.0,122.0,15.0,22.0,11.0,16.0,69.0,311.0,OOR
DeMarcus Cousins,C,21.0,64.0,1950.0,448.0,999.0,0.448,2.0,14.0,0.143,446.0,985.0,0.453,0.449,262.0,373.0,0.702,265.0,438.0,703.0,102.0,93.0,75.0,170.0,257.0,1160.0,OOR
Jamal Crawford,PG,31.0,60.0,1613.0,283.0,737.0,0.384,80.0,260.0,0.308,203.0,477.0,0.426,0.438,191.0,206.0,0.927,16.0,102.0,118.0,191.0,55.0,14.0,111.0,74.0,837.0,OOR
Jordan Crawford,SG,23.0,64.0,1753.0,349.0,872.0,0.4,79.0,273.0,0.289,270.0,599.0,0.451,0.446,161.0,203.0,0.793,44.0,124.0,168.0,190.0,59.0,5.0,141.0,111.0,938.0,OOR
Dante Cunningham,PF,24.0,64.0,1124.0,144.0,279.0,0.516,0.0,2.0,0.0,144.0,277.0,0.52,0.516,45.0,69.0,0.652,91.0,155.0,246.0,37.0,42.0,34.0,29.0,98.0,333.0,OOR
Eddy Curry,C,29.0,14.0,83.0,12.0,26.0,0.462,0.0,0.0,0.0,12.0,26.0,0.462,0.462,6.0,8.0,0.75,4.0,8.0,12.0,1.0,0.0,2.0,10.0,17.0,30.0,OOR
Stephen Curry,PG,23.0,26.0,732.0,145.0,296.0,0.49,55.0,121.0,0.455,90.0,175.0,0.514,0.583,38.0,47.0,0.809,15.0,73.0,88.0,138.0,39.0,8.0,65.0,62.0,383.0,OOR
Samuel Dalembert,C,30.0,65.0,1446.0,200.0,395.0,0.506,0.0,1.0,0.0,200.0,394.0,0.508,0.506,90.0,113.0,0.796,158.0,298.0,456.0,33.0,37.0,111.0,82.0,162.0,490.0,OOR
Erick Dampier,C,36.0,15.0,83.0,1.0,8.0,0.125,0.0,0.0,0.0,1.0,8.0,0.125,0.125,0.0,0.0,0.0,10.0,15.0,25.0,4.0,1.0,4.0,3.0,9.0,2.0,OOR
Marquis Daniels,SG,31.0,38.0,484.0,52.0,143.0,0.364,0.0,10.0,0.0,52.0,133.0,0.391,0.364,17.0,23.0,0.739,16.0,50.0,66.0,47.0,21.0,9.0,28.0,36.0,121.0,OOR
Baron Davis,PG,32.0,29.0,595.0,68.0,184.0,0.37,26.0,85.0,0.306,42.0,99.0,0.424,0.44,16.0,24.0,0.667,13.0,43.0,56.0,135.0,34.0,3.0,76.0,61.0,178.0,OOR
Ed Davis,PF,22.0,66.0,1534.0,172.0,335.0,0.513,0.0,1.0,0.0,172.0,334.0,0.515,0.513,71.0,106.0,0.67,134.0,304.0,438.0,60.0,40.0,63.0,67.0,156.0,415.0,OOR
Glen Davis,PF,26.0,61.0,1427.0,225.0,534.0,0.421,2.0,14.0,0.143,223.0,520.0,0.429,0.423,114.0,167.0,0.683,107.0,224.0,331.0,47.0,43.0,19.0,75.0,106.0,566.0,OOR
Josh Davis,PF,31.0,15.0,130.0,10.0,27.0,0.37,4.0,13.0,0.308,6.0,14.0,0.429,0.444,4.0,8.0,0.5,16.0,11.0,27.0,6.0,7.0,1.0,3.0,19.0,28.0,OOR
Eric Dawson,C,27.0,4.0,39.0,7.0,12.0,0.583,0.0,0.0,0.0,7.0,12.0,0.583,0.583,1.0,2.0,0.5,5.0,5.0,10.0,0.0,1.0,2.0,3.0,6.0,15.0,OOR
Austin Daye,SF,23.0,41.0,603.0,73.0,227.0,0.322,13.0,62.0,0.21,60.0,165.0,0.364,0.35,35.0,43.0,0.814,14.0,77.0,91.0,33.0,22.0,21.0,40.0,62.0,194.0,OOR
Carlos Delfino,SF,29.0,54.0,1537.0,182.0,453.0,0.402,86.0,239.0,0.36,96.0,214.0,0.449,0.497,38.0,48.0,0.792,20.0,188.0,208.0,123.0,79.0,10.0,66.0,99.0,488.0,OOR
Luol Deng,SF,26.0,54.0,2129.0,311.0,755.0,0.412,79.0,215.0,0.367,232.0,540.0,0.43,0.464,127.0,165.0,0.77,77.0,273.0,350.0,157.0,56.0,36.0,96.0,81.0,828.0,OOR
Justin Dentmon,PG,26.0,6.0,91.0,10.0,28.0,0.357,2.0,14.0,0.143,8.0,14.0,0.571,0.393,4.0,6.0,0.667,0.0,8.0,8.0,10.0,2.0,0.0,7.0,10.0,26.0,OOR
DeMar DeRozan,SG,22.0,63.0,2206.0,381.0,903.0,0.422,24.0,92.0,0.261,357.0,811.0,0.44,0.435,268.0,331.0,0.81,40.0,171.0,211.0,128.0,48.0,17.0,123.0,162.0,1054.0,OOR
Boris Diaw,PF,29.0,57.0,1424.0,156.0,351.0,0.444,31.0,99.0,0.313,125.0,252.0,0.496,0.489,22.0,35.0,0.629,70.0,210.0,280.0,205.0,34.0,25.0,112.0,125.0,365.0,OOR
Ike Diogu,PF,28.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,OOR
DeSagana Diop,C,30.0,27.0,325.0,15.0,42.0,0.357,0.0,0.0,0.0,15.0,42.0,0.357,0.357,1.0,6.0,0.167,33.0,52.0,85.0,23.0,6.0,13.0,19.0,36.0,31.0,OOR
Keyon Dooling,SG,31.0,46.0,662.0,66.0,163.0,0.405,27.0,81.0,0.333,39.0,82.0,0.476,0.488,23.0,31.0,0.742,3.0,36.0,39.0,51.0,13.0,2.0,34.0,57.0,182.0,OOR
