Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tom Chambers,PF,30.0,81.0,3046.0,810.0,1617.0,0.501,24.0,86.0,0.279,786.0,1531.0,0.513,0.508,557.0,647.0,0.861,121.0,450.0,571.0,190.0,88.0,47.0,218.0,260.0,2201.0
Rex Chapman,SG,22.0,54.0,1762.0,377.0,924.0,0.408,47.0,142.0,0.331,330.0,782.0,0.422,0.433,144.0,192.0,0.75,52.0,127.0,179.0,132.0,46.0,6.0,100.0,113.0,945.0
Maurice Cheeks,PG,33.0,81.0,2519.0,307.0,609.0,0.504,4.0,16.0,0.25,303.0,593.0,0.511,0.507,171.0,202.0,0.847,50.0,190.0,240.0,453.0,124.0,10.0,121.0,78.0,789.0
Derrick Chievous,SF,22.0,55.0,591.0,105.0,220.0,0.477,3.0,9.0,0.333,102.0,211.0,0.483,0.484,80.0,111.0,0.721,35.0,55.0,90.0,31.0,26.0,5.0,45.0,70.0,293.0
Ben Coleman,PF,28.0,22.0,305.0,46.0,97.0,0.474,0.0,1.0,0.0,46.0,96.0,0.479,0.474,34.0,41.0,0.829,31.0,56.0,87.0,12.0,7.0,7.0,26.0,54.0,126.0
Steve Colter,PG,27.0,73.0,977.0,142.0,297.0,0.478,0.0,5.0,0.0,142.0,292.0,0.486,0.478,77.0,95.0,0.811,55.0,121.0,176.0,148.0,47.0,10.0,38.0,98.0,361.0
Lester Conner,PG,30.0,82.0,2355.0,237.0,573.0,0.414,2.0,13.0,0.154,235.0,560.0,0.42,0.415,172.0,214.0,0.804,90.0,175.0,265.0,385.0,172.0,8.0,138.0,182.0,648.0
Michael Cooper,SG,33.0,80.0,1851.0,191.0,493.0,0.387,50.0,157.0,0.318,141.0,336.0,0.42,0.438,83.0,94.0,0.883,59.0,168.0,227.0,215.0,67.0,36.0,91.0,206.0,515.0
Wayne Cooper,C,33.0,79.0,1176.0,138.0,304.0,0.454,0.0,3.0,0.0,138.0,301.0,0.458,0.454,25.0,39.0,0.641,118.0,221.0,339.0,44.0,18.0,95.0,39.0,211.0,301.0
Lanard Copeland,SG,24.0,23.0,110.0,31.0,68.0,0.456,1.0,5.0,0.2,30.0,63.0,0.476,0.463,11.0,14.0,0.786,4.0,6.0,10.0,9.0,1.0,1.0,19.0,12.0,74.0
Tyrone Corbin,SF,27.0,82.0,3011.0,521.0,1083.0,0.481,0.0,11.0,0.0,521.0,1072.0,0.486,0.481,161.0,209.0,0.77,219.0,385.0,604.0,216.0,175.0,41.0,143.0,288.0,1203.0
Dave Corzine,C,33.0,6.0,79.0,11.0,29.0,0.379,0.0,0.0,0.0,11.0,29.0,0.379,0.379,0.0,2.0,0.0,7.0,11.0,18.0,2.0,2.0,0.0,8.0,7.0,22.0
Pat Cummings,C,33.0,37.0,391.0,77.0,159.0,0.484,0.0,0.0,0.0,77.0,159.0,0.484,0.484,21.0,37.0,0.568,28.0,65.0,93.0,13.0,12.0,4.0,32.0,60.0,175.0
Terry Cummings,PF,28.0,81.0,2821.0,728.0,1532.0,0.475,19.0,59.0,0.322,709.0,1473.0,0.481,0.481,343.0,440.0,0.78,226.0,451.0,677.0,219.0,110.0,52.0,202.0,286.0,1818.0
Dell Curry,SG,25.0,67.0,1860.0,461.0,990.0,0.466,52.0,147.0,0.354,409.0,843.0,0.485,0.492,96.0,104.0,0.923,31.0,137.0,168.0,159.0,98.0,26.0,100.0,148.0,1070.0
Quintin Dailey,SG,29.0,30.0,491.0,97.0,240.0,0.404,1.0,5.0,0.2,96.0,235.0,0.409,0.406,52.0,66.0,0.788,18.0,33.0,51.0,34.0,12.0,0.0,34.0,63.0,247.0
Adrian Dantley,SF,34.0,45.0,1300.0,231.0,484.0,0.477,0.0,2.0,0.0,231.0,482.0,0.479,0.477,200.0,254.0,0.787,78.0,94.0,172.0,80.0,20.0,7.0,75.0,99.0,662.0
Brad Daugherty,C,24.0,41.0,1438.0,244.0,509.0,0.479,0.0,2.0,0.0,244.0,507.0,0.481,0.479,202.0,287.0,0.704,77.0,296.0,373.0,130.0,29.0,22.0,110.0,108.0,690.0
Brad Davis,PG,34.0,73.0,1292.0,179.0,365.0,0.49,35.0,104.0,0.337,144.0,261.0,0.552,0.538,77.0,100.0,0.77,12.0,81.0,93.0,242.0,47.0,9.0,86.0,151.0,470.0
Charles Davis,SF,31.0,53.0,429.0,58.0,158.0,0.367,7.0,25.0,0.28,51.0,133.0,0.383,0.389,7.0,8.0,0.875,25.0,56.0,81.0,18.0,10.0,8.0,20.0,52.0,130.0
Terry Davis,PF,22.0,63.0,884.0,122.0,262.0,0.466,0.0,1.0,0.0,122.0,261.0,0.467,0.466,54.0,87.0,0.621,93.0,136.0,229.0,25.0,25.0,28.0,68.0,171.0,298.0
Walter Davis,SG,35.0,69.0,1635.0,497.0,1033.0,0.481,6.0,46.0,0.13,491.0,987.0,0.497,0.484,207.0,227.0,0.912,46.0,133.0,179.0,155.0,59.0,9.0,102.0,160.0,1207.0
Johnny Dawkins,PG,26.0,81.0,2865.0,465.0,950.0,0.489,22.0,66.0,0.333,443.0,884.0,0.501,0.501,210.0,244.0,0.861,48.0,199.0,247.0,601.0,121.0,9.0,214.0,159.0,1162.0
Vinny Del Negro,SG,23.0,76.0,1858.0,297.0,643.0,0.462,10.0,32.0,0.313,287.0,611.0,0.47,0.47,135.0,155.0,0.871,39.0,159.0,198.0,250.0,64.0,10.0,111.0,182.0,739.0
Byron Dinkins,PG,22.0,33.0,362.0,44.0,109.0,0.404,1.0,9.0,0.111,43.0,100.0,0.43,0.408,26.0,30.0,0.867,13.0,27.0,40.0,75.0,19.0,2.0,37.0,30.0,115.0
Vlade Divac,C,21.0,82.0,1611.0,274.0,549.0,0.499,0.0,5.0,0.0,274.0,544.0,0.504,0.499,153.0,216.0,0.708,167.0,345.0,512.0,75.0,79.0,114.0,110.0,240.0,701.0
James Donaldson,C,32.0,73.0,2265.0,258.0,479.0,0.539,0.0,0.0,0.0,258.0,479.0,0.539,0.539,149.0,213.0,0.7,155.0,475.0,630.0,57.0,22.0,47.0,119.0,129.0,665.0
Sherman Douglas,PG,23.0,81.0,2470.0,463.0,938.0,0.494,5.0,31.0,0.161,458.0,907.0,0.505,0.496,224.0,326.0,0.687,70.0,136.0,206.0,619.0,145.0,10.0,246.0,187.0,1155.0
Terry Dozier,SF,23.0,9.0,92.0,9.0,27.0,0.333,0.0,1.0,0.0,9.0,26.0,0.346,0.333,4.0,8.0,0.5,7.0,8.0,15.0,3.0,6.0,2.0,7.0,10.0,22.0
Greg Dreiling,C,27.0,49.0,307.0,20.0,53.0,0.377,0.0,0.0,0.0,20.0,53.0,0.377,0.377,25.0,34.0,0.735,21.0,66.0,87.0,8.0,4.0,14.0,19.0,69.0,65.0
Larry Drew,PG,31.0,80.0,1333.0,170.0,383.0,0.444,32.0,81.0,0.395,138.0,302.0,0.457,0.486,46.0,60.0,0.767,12.0,86.0,98.0,217.0,47.0,4.0,95.0,92.0,418.0
Clyde Drexler,SG,27.0,73.0,2683.0,670.0,1357.0,0.494,30.0,106.0,0.283,640.0,1251.0,0.512,0.505,333.0,430.0,0.774,208.0,299.0,507.0,432.0,145.0,51.0,191.0,222.0,1703.0
Kevin Duckworth,C,25.0,82.0,2462.0,548.0,1146.0,0.478,0.0,0.0,0.0,548.0,1146.0,0.478,0.478,231.0,312.0,0.74,184.0,325.0,509.0,91.0,36.0,34.0,171.0,271.0,1327.0
Chris Dudley,PF,24.0,64.0,1356.0,146.0,355.0,0.411,0.0,0.0,0.0,146.0,355.0,0.411,0.411,58.0,182.0,0.319,174.0,249.0,423.0,39.0,41.0,72.0,84.0,164.0,350.0
Joe Dumars,SG,26.0,75.0,2578.0,508.0,1058.0,0.48,22.0,55.0,0.4,486.0,1003.0,0.485,0.491,297.0,330.0,0.9,60.0,152.0,212.0,368.0,63.0,2.0,145.0,129.0,1335.0
Mike Dunleavy,PG,35.0,5.0,43.0,4.0,14.0,0.286,2.0,9.0,0.222,2.0,5.0,0.4,0.357,7.0,8.0,0.875,0.0,2.0,2.0,10.0,1.0,0.0,8.0,7.0,17.0
T.R. Dunn,SF,34.0,65.0,657.0,44.0,97.0,0.454,0.0,2.0,0.0,44.0,95.0,0.463,0.454,26.0,39.0,0.667,56.0,82.0,138.0,43.0,41.0,4.0,19.0,67.0,114.0
Ledell Eackles,SG,23.0,78.0,1696.0,413.0,940.0,0.439,19.0,59.0,0.322,394.0,881.0,0.447,0.449,210.0,280.0,0.75,74.0,101.0,175.0,182.0,50.0,4.0,143.0,157.0,1055.0
Mark Eaton,C,33.0,82.0,2281.0,158.0,300.0,0.527,0.0,0.0,0.0,158.0,300.0,0.527,0.527,79.0,118.0,0.669,171.0,430.0,601.0,39.0,33.0,201.0,75.0,238.0,395.0
Blue Edwards,SF,24.0,82.0,1889.0,286.0,564.0,0.507,9.0,30.0,0.3,277.0,534.0,0.519,0.515,146.0,203.0,0.719,69.0,182.0,251.0,145.0,76.0,36.0,152.0,280.0,727.0
James Edwards,C,34.0,82.0,2283.0,462.0,928.0,0.498,0.0,3.0,0.0,462.0,925.0,0.499,0.498,265.0,354.0,0.749,112.0,233.0,345.0,63.0,23.0,37.0,133.0,295.0,1189.0
Jay Edwards,SG,21.0,4.0,26.0,3.0,7.0,0.429,0.0,2.0,0.0,3.0,5.0,0.6,0.429,1.0,3.0,0.333,1.0,1.0,2.0,4.0,1.0,0.0,1.0,4.0,7.0
Kevin Edwards,SG,24.0,78.0,2211.0,395.0,959.0,0.412,9.0,30.0,0.3,386.0,929.0,0.416,0.417,139.0,183.0,0.76,77.0,205.0,282.0,252.0,125.0,33.0,180.0,149.0,938.0
Craig Ehlo,SG,28.0,81.0,2894.0,436.0,940.0,0.464,104.0,248.0,0.419,332.0,692.0,0.48,0.519,126.0,185.0,0.681,147.0,292.0,439.0,371.0,126.0,23.0,161.0,226.0,1102.0
Sean Elliott,SF,21.0,81.0,2032.0,311.0,647.0,0.481,1.0,9.0,0.111,310.0,638.0,0.486,0.481,187.0,216.0,0.866,127.0,170.0,297.0,154.0,45.0,14.0,112.0,172.0,810.0
Dale Ellis,SG,29.0,55.0,2033.0,502.0,1011.0,0.497,96.0,256.0,0.375,406.0,755.0,0.538,0.544,193.0,236.0,0.818,90.0,148.0,238.0,110.0,59.0,7.0,119.0,124.0,1293.0
Pervis Ellison,C,22.0,34.0,866.0,111.0,251.0,0.442,0.0,2.0,0.0,111.0,249.0,0.446,0.442,49.0,78.0,0.628,64.0,132.0,196.0,65.0,16.0,57.0,62.0,132.0,271.0
Alex English,SF,36.0,80.0,2211.0,635.0,1293.0,0.491,2.0,5.0,0.4,633.0,1288.0,0.491,0.492,161.0,183.0,0.88,119.0,167.0,286.0,225.0,51.0,23.0,93.0,130.0,1433.0
Patrick Ewing,C,27.0,82.0,3165.0,922.0,1673.0,0.551,1.0,4.0,0.25,921.0,1669.0,0.552,0.551,502.0,648.0,0.775,235.0,658.0,893.0,182.0,78.0,327.0,278.0,325.0,2347.0
Jim Farmer,SG,25.0,38.0,400.0,89.0,203.0,0.438,8.0,27.0,0.296,81.0,176.0,0.46,0.458,57.0,80.0,0.713,17.0,26.0,43.0,25.0,17.0,1.0,27.0,44.0,243.0
Duane Ferrell,SF,24.0,14.0,29.0,5.0,14.0,0.357,0.0,1.0,0.0,5.0,13.0,0.385,0.357,2.0,6.0,0.333,3.0,4.0,7.0,2.0,1.0,0.0,2.0,3.0,12.0
Vern Fleming,PG,27.0,82.0,2876.0,467.0,919.0,0.508,12.0,34.0,0.353,455.0,885.0,0.514,0.515,230.0,294.0,0.782,118.0,204.0,322.0,610.0,92.0,10.0,206.0,213.0,1176.0
Sleepy Floyd,PG,29.0,82.0,2630.0,362.0,803.0,0.451,89.0,234.0,0.38,273.0,569.0,0.48,0.506,187.0,232.0,0.806,46.0,152.0,198.0,600.0,94.0,11.0,204.0,159.0,1000.0
Tellis Frank,PF,24.0,77.0,1762.0,278.0,607.0,0.458,0.0,0.0,0.0,278.0,607.0,0.458,0.458,179.0,234.0,0.765,151.0,234.0,385.0,85.0,51.0,27.0,134.0,282.0,735.0
Corey Gaines,SG,24.0,9.0,81.0,4.0,12.0,0.333,1.0,2.0,0.5,3.0,10.0,0.3,0.375,1.0,4.0,0.25,1.0,4.0,5.0,26.0,4.0,0.0,10.0,11.0,10.0
Kevin Gamble,SF,24.0,71.0,990.0,137.0,301.0,0.455,3.0,18.0,0.167,134.0,283.0,0.473,0.46,85.0,107.0,0.794,42.0,70.0,112.0,119.0,28.0,8.0,44.0,77.0,362.0
Winston Garland,PG,25.0,79.0,1762.0,230.0,573.0,0.401,12.0,36.0,0.333,218.0,537.0,0.406,0.412,102.0,122.0,0.836,51.0,163.0,214.0,303.0,78.0,10.0,158.0,152.0,574.0
Tom Garrick,SG,23.0,73.0,1721.0,208.0,421.0,0.494,4.0,21.0,0.19,204.0,400.0,0.51,0.499,88.0,114.0,0.772,34.0,128.0,162.0,289.0,90.0,7.0,117.0,151.0,508.0
Kenny Gattison,PF,25.0,63.0,941.0,148.0,269.0,0.55,1.0,1.0,1.0,147.0,268.0,0.549,0.552,75.0,110.0,0.682,75.0,122.0,197.0,39.0,35.0,31.0,67.0,150.0,372.0
Derrick Gervin,PF,26.0,21.0,339.0,93.0,197.0,0.472,0.0,3.0,0.0,93.0,194.0,0.479,0.472,65.0,89.0,0.73,29.0,36.0,65.0,8.0,20.0,7.0,12.0,47.0,251.0
Armen Gilliam,PF,25.0,76.0,2426.0,484.0,940.0,0.515,0.0,2.0,0.0,484.0,938.0,0.516,0.515,303.0,419.0,0.723,211.0,388.0,599.0,99.0,69.0,51.0,183.0,212.0,1271.0
Mike Gminski,C,30.0,81.0,2659.0,458.0,1002.0,0.457,3.0,17.0,0.176,455.0,985.0,0.462,0.459,193.0,235.0,0.821,196.0,491.0,687.0,128.0,43.0,102.0,98.0,136.0,1112.0
Gary Grant,PG,24.0,44.0,1529.0,241.0,517.0,0.466,5.0,21.0,0.238,236.0,496.0,0.476,0.471,88.0,113.0,0.779,59.0,136.0,195.0,442.0,108.0,5.0,206.0,120.0,575.0
Greg Grant,PG,23.0,67.0,678.0,83.0,216.0,0.384,3.0,16.0,0.188,80.0,200.0,0.4,0.391,39.0,59.0,0.661,16.0,43.0,59.0,168.0,36.0,1.0,77.0,58.0,208.0
Harvey Grant,PF,24.0,81.0,1846.0,284.0,601.0,0.473,0.0,8.0,0.0,284.0,593.0,0.479,0.473,96.0,137.0,0.701,138.0,204.0,342.0,131.0,52.0,43.0,85.0,194.0,664.0
Horace Grant,PF,24.0,80.0,2753.0,446.0,853.0,0.523,0.0,0.0,0.0,446.0,853.0,0.523,0.523,179.0,256.0,0.699,236.0,393.0,629.0,227.0,92.0,84.0,110.0,230.0,1071.0
Stuart Gray,C,26.0,58.0,560.0,42.0,99.0,0.424,0.0,5.0,0.0,42.0,94.0,0.447,0.424,32.0,47.0,0.681,40.0,105.0,145.0,19.0,15.0,26.0,24.0,90.0,116.0
Jeff Grayer,SF,24.0,71.0,1427.0,224.0,487.0,0.46,1.0,8.0,0.125,223.0,479.0,0.466,0.461,99.0,152.0,0.651,94.0,123.0,217.0,107.0,48.0,10.0,82.0,125.0,548.0
A.C. Green,PF,26.0,82.0,2709.0,385.0,806.0,0.478,13.0,46.0,0.283,372.0,760.0,0.489,0.486,278.0,370.0,0.751,262.0,450.0,712.0,90.0,66.0,50.0,116.0,207.0,1061.0
Rickey Green,PG,35.0,69.0,927.0,100.0,231.0,0.433,1.0,11.0,0.091,99.0,220.0,0.45,0.435,43.0,51.0,0.843,9.0,45.0,54.0,182.0,51.0,1.0,62.0,60.0,244.0
